Reviewer Name,Review Rating,Review Text,Time Created,Business ID
Naldo C.,3,"Great location and great staff, the only problem was the room size and the fact that the room didn't have a fridge. The rooms are super small and for the...",2021-11-07 08:17:21,NA45h6CMod6216LCrYxdxw
Sheenal S.,4,"Affordable option close to train station and walking distance to bars, cafes, and supermarket.

Room is clean
Bathroom is very compact and showering results...",2018-12-06 09:34:55,NA45h6CMod6216LCrYxdxw
Annie W.,3,"This hotel is by no means a four star hotel, but it IS clean and the folks at the desk are friendly. The room is small and cramped and the two twin beds are...",2022-11-26 07:01:15,G53t0ZgE0249Z2gBzx9GFQ
Tedi R.,1,Hotel is clean enough BUT it is marginal on everything else.  Furniture is sparse 6 clothes hanger in closet that the safe is on the bottom.  You have to...,2023-11-17 08:50:01,G53t0ZgE0249Z2gBzx9GFQ
Kelly M.,4,"Olissippo was fantastic! Decent location very near a park, the metro station and a large mall.  

Super friendly staff - especially Magdalena who was super...",2019-02-21 12:24:49,G53t0ZgE0249Z2gBzx9GFQ
Dan M.,5,"This review is for the rooftop bar sushi bar only, I have no information on the hotel as i only walked up for the view at first. 

Of the places in Lisbon...",2016-06-09 20:32:17,KXWAoGEVJAdNnU30iBBTvQ
Chi P.,3,"I booked this hotel for our last night in Lisbon after coming back from Sintra. Having read other reviews, I wanted so much to love this hotel, but I ended...",2016-11-03 11:14:49,ZMcxMAFUariXIXqb8CgAqw
Luanne C.,5,"This B&B is gem of a find! Staff & rooms are great! Close to tram# 28 which takes you literally everywhere. If ever you're in Lisbon, this is the place to...",2013-12-22 18:40:43,ZMcxMAFUariXIXqb8CgAqw
Ryan H.,5,Super Artsy hotel in a fantastic location.  They took great care of our group taking up 10+ rooms and gave us good rates. The rooms are so eclectic and not...,2022-04-12 08:31:12,snieS5SgwFVI8AS4v6JZmA
MJ H.,4,"Lisbon Art Stay (maybe it used to be short stay?) is a clean and well-appointed, affordable place to stay in Lisbon with a great central location. The front...",2019-12-26 03:25:11,snieS5SgwFVI8AS4v6JZmA
Austen M.,4,"This was my first time staying in an apartment instead of a hotel and I would  certainly do it again. 
This place is perfect location wise. Walking distance...",2014-01-05 03:25:25,snieS5SgwFVI8AS4v6JZmA
Kaveh G.,1,"Avoid SCAM!
This hotel says they're five stars but it is rundown and aging and would not even be four stars if it was brand new. all of the pictures online...",2023-11-14 14:20:10,2wk5LXoh_gwkGSKg_3YvlQ
Dee D.,2,This maybe was a five star hotel in the 2000 today is 2024 and this hotel is nothing more than a 3 star. The hotel lacks appropriate service - no bellman -...,2024-01-13 03:44:30,2wk5LXoh_gwkGSKg_3YvlQ
Neil S.,1,"I would avoid this dump at any cost. We were advised by amex travel that it was a 5-star hotel, we reserved a suite so we could have an extra room for my...",2023-07-28 15:53:05,2wk5LXoh_gwkGSKg_3YvlQ
maria r g.,5,"Beautiful, comfortable hotel staff was very friendly reception area had a bottle of wine and natillas both products of portugal. Nice welcome treat.",2024-02-24 14:10:31,gaRcw3lcK5trqYwUFtVOwA
Tanya M.,5,Such a great experience at this hotel! The location was perfect and the rooms were great. But the thing that made me write this review is the friendly...,2019-09-06 16:11:24,gaRcw3lcK5trqYwUFtVOwA
Sabrina K.,1,"WORST HOTEL EVER on so many levels! Quality, room size, service, staff - all so bad! The housekeeping staff went through my daughters backpack while in the...",2018-12-29 12:44:03,gaRcw3lcK5trqYwUFtVOwA
Kevin H.,4,"The Turin Hotel located in downtown Lisbon, Portugal. 

Really excited about the trip to Portugal. We arrived early morning and of course the room wasn't...",2023-10-04 06:54:13,MEiBpEXNhw6FaxX1n9gQSg
Matt P.,4,This hotel is centrally located to the Downtown area of Lisbon.  It is super close to restaurants and gift shops.  It's 2 blocks away from the square.  It's...,2018-04-22 16:53:44,MEiBpEXNhw6FaxX1n9gQSg
Lori P.,2,I was very disappointed in my stay at this hotel! To begin with we paid in Advance for a room with 2 beds. 1 a full bed and the other a twin. This was more...,2018-07-10 01:30:53,MEiBpEXNhw6FaxX1n9gQSg
Laura C.,3,I was going to give a better rating but the hotel charged my Visa $42.03 after check out. I have gone back and forth with them and they claim it's for 2...,2023-01-16 22:38:37,mKRIt5UqHOSDYQTNPv2BMg
Lee P.,4,"Unique boutique hotel situated on a beautiful tree lined street, which gave us a ""local"" feel and experience! Staff were attentive,  experienced,...",2022-10-07 22:12:54,mKRIt5UqHOSDYQTNPv2BMg
Yossi L.,5,"Check in was easy. Nice clean room, on the small side but coffee in room and balcony a plus. Breakfast is great. Location is great and centrally located....",2018-04-11 13:53:23,mKRIt5UqHOSDYQTNPv2BMg
Taylor F.,2,We got a room on the 9th floor. You have to take 3 elevators to get to the room. Very confusing!!!!! The ac in our room was broken. The bath tub is...,2019-04-19 15:48:54,2O7oZ_7uhL9L09_oFJ0inA
K C.,5,This hotel has the best location close to all the major attractions. The subway station is located right next to the hotel. The hotel staff are all...,2024-03-02 17:07:11,DJgHLPzLclLpAp-_JnE7jA
Colleen D.,4,"I only spent 1 night here, but I would come back if in the area again. The location is terrific. The view from our room was fantastic. The staff was...",2023-11-09 15:32:31,DJgHLPzLclLpAp-_JnE7jA
Bret B.,5,Wonderful lobby staff so interested in welcoming weary travelers.  Perfect location. Well appointed and very clean rooms.  Excellent bell and housekeeping...,2023-08-08 19:40:59,DJgHLPzLclLpAp-_JnE7jA
Rajat G.,5,"Myself and my wife had an excellent stay recently at the hotel. We were celebrating our wedding anniversary and were greeted in the room by Champagne, port...",2024-01-04 07:46:29,OsGOl9emBSsiIEy9q2ihXA
Israel C.,1,Definitely not a 5 stars hotel. The room is just ok but the carpet is really dirty and stained really bad. The bed 1st price and they give you water and...,2022-07-03 16:27:27,OsGOl9emBSsiIEy9q2ihXA
Terrie V.,4,We enjoyed our stay at Dom Pedro Palace. They were very accommodating. We had a room looking out over the river. We would recommend this hotel but be...,2022-10-20 17:47:27,OsGOl9emBSsiIEy9q2ihXA
Bella J.,4,"They are located right in front of the market. You take 1 step and you are already in the market. 

1. Reception: was nice.

2. Check-in: our room wasn't...",2022-12-22 12:11:45,2br-Hru6gwn1BzVIgTIijA
Cristine G.,5,"Yelp 100 Challenge 2019 - # 26/100

It's centrally located in Lisbon City Center. Just a few minutes walk from the Rossi bus stop of Aerobus which can be...",2019-10-08 05:31:47,2br-Hru6gwn1BzVIgTIijA
jeannette b.,1,"This hotel is def not a 4 star hotel. I booked this hotel through hotels.com the room looks nothing lien the pictures. The furniture is chipped, the beds...",2022-09-21 19:02:27,2br-Hru6gwn1BzVIgTIijA
Fatima C.,5,"It had everything we needed right in one place: breakfast, bar, restaurant, business center, great Wi-Fi and airport shuttle. Room is clean and modern. Very...",2022-02-22 21:18:26,EV2FHFqvMmW2j37EFDiOkw
Lisa E.,4,Very nice big room with big double bed and a bunk for the kids. Indoor pool and spa area and very nice breakfast. Lisbon Portela airport within 5-10 min...,2014-07-23 10:34:08,EV2FHFqvMmW2j37EFDiOkw
Emily G.,1,This has been a miserable experience since check in.  I strongly recommend anyone thinking of staying here to try somewhere else.  We arrived at 12:30pm and...,2017-07-01 05:56:38,EV2FHFqvMmW2j37EFDiOkw
John B.,3,"From the photos I thought this hotel had real potential. It was a good value for the price, but there were some things that definitely needed attention....",2017-10-05 00:38:04,Ni-H5odi0iPh077OZgMrBQ
Pam V.,1,"Horrible service. The hotel was located in a horrible beach. It was very ugly.
The manager, Sara Correia was very unprofessional and rude to the guests. She...",2018-09-14 03:36:57,Ni-H5odi0iPh077OZgMrBQ
Areej Q.,5,"Such a lovely hotel to stay in, located in an upscale neighbourhood. From the moment you walk through the doors, you feel welcome. The staff are super...",2018-08-31 14:09:03,A4Nvzuex1kZMytvjmiWVDg
Chris S.,5,"PROS

We found the property easily and reception made check-in and parking a no-hassle experience

The apartment is very central with easy access to...",2021-12-27 07:29:10,8gynJfPXFO8RjqK1ImYsIw
Cas L.,1,"Keep your belongings close!

LOCATION 
Yes, it's close to everything, but when you are looking for a place with some night life, please expect a few of...",2018-12-04 19:43:15,8gynJfPXFO8RjqK1ImYsIw
Lauren A.,5,"If you're headed to Lisbon, stay here! This is the best hostel I've ever stayed in- inexpensive, friendly guests, friendly staff, great location, comfy...",2016-11-23 03:03:37,94Xd6GUngQ8IB7e3ww2P4g
George R.,5,"Ok. We've just left it after two nights and will be back in 7 days time. 

We brought along two friends who hadn't been here before and they were very...",2023-01-29 01:28:52,9SKEvXL3XwdjXA6gwxdjXA
Peter V.,1,I would strongly recommend that anyone looking to make a hotel booking in the Lisbon area during the COVID-19 period choose another option. This hotel does...,2021-01-21 03:27:13,Ydmp0bv8rpmHsuBcSAo_tA
Thomas K.,5,"We stayed here for three nights and were astounded at how high the quality of everything in this hotel was.  First impressions are, of course, the people...",2018-12-02 08:14:55,Ydmp0bv8rpmHsuBcSAo_tA
Moumita B.,5,"Right in the middle of Lisbon and in the most attractive area. Full of restaurants and gift shops around it, this was one of the best located hotels we have...",2015-09-09 19:00:58,Ydmp0bv8rpmHsuBcSAo_tA
Stefano Z.,2,"Except for being very close to my destination (the IST university), this small hotel has definitely nothing exceptional to mention.

Not very clean, in need...",2015-12-04 15:35:31,XieXK380bk1DgOMzVJrhbQ
Ana W.,5,"Beautiful historic building, with elegant and hip decor. Deep blue velvet chairs set against traditional Portuguese tile work designs make a lovely...",2019-09-07 18:42:17,_ZBCoK0xNKw3NkQ21XArqg
Matt B.,4,"I stayed at Turim Alameda hotel, because it was reasonably priced, not a million miles away from the centre of town and equidistant from two metro stations...",2016-05-12 13:35:11,e65ge0YP1I8FRzRSPvA4xQ
CJ B.,4,This place is a bit like a Peter Seller's movie in that it is incredibly beautiful and tasteful but just below the surface lies technology run amok and a...,2014-05-26 13:54:28,BExuGekqd19zjQccm4u-Cw
Robert R.,4,"I attended a conference and stayed at this hotel for over a week. They work very hard to keep it clean and make you happy. 

The restaurant has a very nice...",2018-05-27 05:55:31,zHUB3DooQANtfVz6_cuF9w
Stuart S.,3,"Overall a good value for the money, a clean hotel, and centrally located.  The bed was small and uncomfortable.

My flight was cancelled and delayed one...",2023-07-21 13:01:28,zw7Ui5fWYtpHEb3I6whdMA
Linda S.,5,We stayed at this charming 28 bed hotel near Rossi Square. This boutique hotel is centrally located to all sights. It is with in walking distance  of many...,2022-04-28 13:42:09,kPWKh6dUSQKm-zZFl5PLUQ
Sarah J.,1,I booked hotel and need to cancel or change reservations and I called thru Hotels.com and asked if they would waiver cancel fee: they refused. Tried to...,2022-07-14 04:01:02,kPWKh6dUSQKm-zZFl5PLUQ
Al F.,1,We got here from United States and the first night we were told they had overbooked so they sent us to a different Hotel. That is not where all the trouble...,2017-09-14 02:16:14,9He0PixiE3FKvASaGEwtRA
Brian L.,4,Hotel White Lisboa is a tech savvy hotel conveniently located right in front of the Saldanha Metro station. Friendly and helpful staff and easy on your...,2019-06-17 14:57:48,piXnAYay9BdSW7AsLq_oJg
Mel N.,1,"This is a review of the Dom Carlos Liberty Hotel. 

I wil get to the point. The positives:

The room is clean.
The breakfast is adequate.
The elevator is...",2023-06-17 20:41:45,DHxMzz8RbW1u1E25SBCCCg
Tracym ..,4,"Great location-right off the central street going all the way to the water. Easy to access metro, bus and taxi. We walked to most locations and used the...",2022-05-18 07:02:37,DHxMzz8RbW1u1E25SBCCCg
Seta C.,5,"Location, location, location. Situated in a great area next to all the high end stores such as Gucci, Cartier, Prada and more. 

Staff was extremely...",2015-07-16 00:37:34,DHxMzz8RbW1u1E25SBCCCg
Nick P.,1,Where to start... rooms not ready upon arrival which is understandable. Then rooms not ready at check in time. Then when the room was ready got into it and...,2022-07-09 10:00:39,JUoh6RTTV1gKKGZdfwfRsQ
Kelly S.,5,"This is one of the best hotels that I have ever stayed at. It says that the hotel is on the very expensive side, and I would have to disagree. For two...",2022-05-11 12:25:27,Ep2nQZBwJRRzBP4cWwi4Xg
Porschia E.,5,"I was so happy to see that this hotel actually looked like the pictures online. From the moment we walked in, the staff was really nice.  They explained how...",2018-05-05 19:01:50,Ep2nQZBwJRRzBP4cWwi4Xg
Dallas R.,1,"I enjoyed that my room faced the main square so I could people watch. The hotel interior is also very modern and beautiful. 
However, The staff was...",2018-12-30 09:54:54,Ep2nQZBwJRRzBP4cWwi4Xg
Liz S.,5,"Very nice hotel customer service is excellent 
Very clean hotel. Shops around this hotel and restaurants very convenient.  And I was very pleased to know...",2023-09-12 10:57:21,c5LnoWfP37u9gxCWSGXgGA
helen l.,4,"Nice clean hotel. It's next to public transportation. The staff accommodating and the young man Last name was Mendes was wonderful, had great information,...",2023-03-12 04:27:02,c5LnoWfP37u9gxCWSGXgGA
Ann G.,1,"Poor customer service.
They made an error and instead of professionally admitting their mistake and rectifying the situation the manager blamed the customer.",2023-07-23 15:48:32,c5LnoWfP37u9gxCWSGXgGA
Alec P.,4,"The hotel is nice and clean, the service at the front desk was also good and spoke English. The rooms were a topical European style or big enough for the...",2019-08-11 15:18:05,Aeu0o-3KNSmx9kzI2fWbWA
Puja K.,3,Good hotel for the price we paid to stay 5 nights. Hotel staff were very friendly and helped us make reservations for restaurants and held our luggage...,2014-12-27 13:45:04,Aeu0o-3KNSmx9kzI2fWbWA
Michelle Y.,1,"They failed to mention that they have construction going on and the parking was closed. Had to park two blocked away. Beds are small and very hard.
Would...",2018-05-09 20:55:36,Ug1FJQ8fbOcUyogttPte7g
Jocelyn C.,5,"The location for the price cannot be beat. 

Located a two-minute walk from the Saldanha metro stop, you can easily drag luggage here from the airport. Just...",2015-07-23 16:21:10,Ug1FJQ8fbOcUyogttPte7g
Jennifer S.,4,"This was my first trip to Lisbon. I found this hotel through Travelocity. We were there from June 13th to June 19th, 2015.
As soon as we got there they were...",2015-06-24 07:40:50,Ug1FJQ8fbOcUyogttPte7g
Dany H.,5,"This is the best cocktail bar around. I am told it is also a great hotel but even if you don't stay here for a night, stay here for an evening. The...",2023-10-22 10:12:30,bSR868URbwvXnE6VO9VCrQ
Philip S.,4,"This property was one of several offered as a possible places to stay for a conference at the university. It is not exactly close, about a mile away. It was...",2023-09-12 16:19:09,9e52Aom0CwOw0zMA-CcUrg
Miguel O.,4,I loved this hotel everything you need it gives you. Also the room service was good and brought us an iron to iron our clothes. Anyway the experience was...,2022-08-19 15:05:18,9e52Aom0CwOw0zMA-CcUrg
Roberta D.,2,"We decided to spend four days in Lisbon after touring Sintra, Estoril and Cascais and we chose this hotel due to its five star rating. From the moment we...",2022-12-09 11:29:28,9e52Aom0CwOw0zMA-CcUrg
Antonio A.,5,"This is a design hotel. With very modern and simple links.
However it is cosy and confortable.
The personal is very polite and helpfull. 
Breakfast with a...",2015-09-10 00:37:51,qq-Cs23bfaM-iO6q2c1mxg
Bloss C.,5,We loved this property for our short stay in Lisbon. It is very peaceful and the staff are extraordinarily nice.  We booked a basic category of rooms but...,2019-10-18 17:49:44,FLsNYiop2cmH5rS04dFFAA
Katherine A.,5,This is a lovely boutique hotel set in a quite neighborhood within walking distance of Barrio Alto and the train station for Cascais.  They offer an...,2017-08-20 07:55:30,FLsNYiop2cmH5rS04dFFAA
Ed L.,5,"Wonderful 'palacito' of 12 rooms that felt more like staying in a private house than a hotel. The staff was caring and charming.
We took the cheapest...",2016-08-25 07:45:03,FLsNYiop2cmH5rS04dFFAA
Melinda A.,5,"the best of the best. Everyone was so warm & welcoming. The rooms were luxurious & the bed was so very comfortable & the sheets so soft! The food was fresh,...",2022-10-19 13:55:31,p-gr_PeSlDbQGzYzbhohcQ
Pierre C.,5,"The hotel is located in an automotive restricted area. If you drive, obtain access information from the front desk. This caused a little confused which had...",2018-09-02 12:08:26,p-gr_PeSlDbQGzYzbhohcQ
Sydney S.,3,"This hotel is alright. I am visiting from the United States and it's very much a European hotel. If you get placed in a room adjacent to the main road,...",2022-11-27 00:11:28,NA45h6CMod6216LCrYxdxw
Naldo C.,3,"Great location and great staff, the only problem was the room size and the fact that the room didn't have a fridge. The rooms are super small and for the...",2021-11-07 08:17:21,NA45h6CMod6216LCrYxdxw
Sheenal S.,4,"Affordable option close to train station and walking distance to bars, cafes, and supermarket.

Room is clean
Bathroom is very compact and showering results...",2018-12-06 09:34:55,NA45h6CMod6216LCrYxdxw
Annie W.,3,"This hotel is by no means a four star hotel, but it IS clean and the folks at the desk are friendly. The room is small and cramped and the two twin beds are...",2022-11-26 07:01:15,G53t0ZgE0249Z2gBzx9GFQ
Tedi R.,1,Hotel is clean enough BUT it is marginal on everything else.  Furniture is sparse 6 clothes hanger in closet that the safe is on the bottom.  You have to...,2023-11-17 08:50:01,G53t0ZgE0249Z2gBzx9GFQ
Kelly M.,4,"Olissippo was fantastic! Decent location very near a park, the metro station and a large mall.  

Super friendly staff - especially Magdalena who was super...",2019-02-21 12:24:49,G53t0ZgE0249Z2gBzx9GFQ
Dan M.,5,"This review is for the rooftop bar sushi bar only, I have no information on the hotel as i only walked up for the view at first. 

Of the places in Lisbon...",2016-06-09 20:32:17,KXWAoGEVJAdNnU30iBBTvQ
Chi P.,3,"I booked this hotel for our last night in Lisbon after coming back from Sintra. Having read other reviews, I wanted so much to love this hotel, but I ended...",2016-11-03 11:14:49,ZMcxMAFUariXIXqb8CgAqw
Luanne C.,5,"This B&B is gem of a find! Staff & rooms are great! Close to tram# 28 which takes you literally everywhere. If ever you're in Lisbon, this is the place to...",2013-12-22 18:40:43,ZMcxMAFUariXIXqb8CgAqw
Ryan H.,5,Super Artsy hotel in a fantastic location.  They took great care of our group taking up 10+ rooms and gave us good rates. The rooms are so eclectic and not...,2022-04-12 08:31:12,snieS5SgwFVI8AS4v6JZmA
MJ H.,4,"Lisbon Art Stay (maybe it used to be short stay?) is a clean and well-appointed, affordable place to stay in Lisbon with a great central location. The front...",2019-12-26 03:25:11,snieS5SgwFVI8AS4v6JZmA
Austen M.,4,"This was my first time staying in an apartment instead of a hotel and I would  certainly do it again. 
This place is perfect location wise. Walking distance...",2014-01-05 03:25:25,snieS5SgwFVI8AS4v6JZmA
Kaveh G.,1,"Avoid SCAM!
This hotel says they're five stars but it is rundown and aging and would not even be four stars if it was brand new. all of the pictures online...",2023-11-14 14:20:10,2wk5LXoh_gwkGSKg_3YvlQ
Dee D.,2,This maybe was a five star hotel in the 2000 today is 2024 and this hotel is nothing more than a 3 star. The hotel lacks appropriate service - no bellman -...,2024-01-13 03:44:30,2wk5LXoh_gwkGSKg_3YvlQ
Neil S.,1,"I would avoid this dump at any cost. We were advised by amex travel that it was a 5-star hotel, we reserved a suite so we could have an extra room for my...",2023-07-28 15:53:05,2wk5LXoh_gwkGSKg_3YvlQ
maria r g.,5,"Beautiful, comfortable hotel staff was very friendly reception area had a bottle of wine and natillas both products of portugal. Nice welcome treat.",2024-02-24 14:10:31,gaRcw3lcK5trqYwUFtVOwA
Tanya M.,5,Such a great experience at this hotel! The location was perfect and the rooms were great. But the thing that made me write this review is the friendly...,2019-09-06 16:11:24,gaRcw3lcK5trqYwUFtVOwA
Sabrina K.,1,"WORST HOTEL EVER on so many levels! Quality, room size, service, staff - all so bad! The housekeeping staff went through my daughters backpack while in the...",2018-12-29 12:44:03,gaRcw3lcK5trqYwUFtVOwA
Kevin H.,4,"The Turin Hotel located in downtown Lisbon, Portugal. 

Really excited about the trip to Portugal. We arrived early morning and of course the room wasn't...",2023-10-04 06:54:13,MEiBpEXNhw6FaxX1n9gQSg
Matt P.,4,This hotel is centrally located to the Downtown area of Lisbon.  It is super close to restaurants and gift shops.  It's 2 blocks away from the square.  It's...,2018-04-22 16:53:44,MEiBpEXNhw6FaxX1n9gQSg
Lori P.,2,I was very disappointed in my stay at this hotel! To begin with we paid in Advance for a room with 2 beds. 1 a full bed and the other a twin. This was more...,2018-07-10 01:30:53,MEiBpEXNhw6FaxX1n9gQSg
Laura C.,3,I was going to give a better rating but the hotel charged my Visa $42.03 after check out. I have gone back and forth with them and they claim it's for 2...,2023-01-16 22:38:37,mKRIt5UqHOSDYQTNPv2BMg
Lee P.,4,"Unique boutique hotel situated on a beautiful tree lined street, which gave us a ""local"" feel and experience! Staff were attentive,  experienced,...",2022-10-07 22:12:54,mKRIt5UqHOSDYQTNPv2BMg
Yossi L.,5,"Check in was easy. Nice clean room, on the small side but coffee in room and balcony a plus. Breakfast is great. Location is great and centrally located....",2018-04-11 13:53:23,mKRIt5UqHOSDYQTNPv2BMg
Taylor F.,2,We got a room on the 9th floor. You have to take 3 elevators to get to the room. Very confusing!!!!! The ac in our room was broken. The bath tub is...,2019-04-19 15:48:54,2O7oZ_7uhL9L09_oFJ0inA
K C.,5,This hotel has the best location close to all the major attractions. The subway station is located right next to the hotel. The hotel staff are all...,2024-03-02 17:07:11,DJgHLPzLclLpAp-_JnE7jA
Colleen D.,4,"I only spent 1 night here, but I would come back if in the area again. The location is terrific. The view from our room was fantastic. The staff was...",2023-11-09 15:32:31,DJgHLPzLclLpAp-_JnE7jA
Bret B.,5,Wonderful lobby staff so interested in welcoming weary travelers.  Perfect location. Well appointed and very clean rooms.  Excellent bell and housekeeping...,2023-08-08 19:40:59,DJgHLPzLclLpAp-_JnE7jA
Rajat G.,5,"Myself and my wife had an excellent stay recently at the hotel. We were celebrating our wedding anniversary and were greeted in the room by Champagne, port...",2024-01-04 07:46:29,OsGOl9emBSsiIEy9q2ihXA
Israel C.,1,Definitely not a 5 stars hotel. The room is just ok but the carpet is really dirty and stained really bad. The bed 1st price and they give you water and...,2022-07-03 16:27:27,OsGOl9emBSsiIEy9q2ihXA
Terrie V.,4,We enjoyed our stay at Dom Pedro Palace. They were very accommodating. We had a room looking out over the river. We would recommend this hotel but be...,2022-10-20 17:47:27,OsGOl9emBSsiIEy9q2ihXA
Bella J.,4,"They are located right in front of the market. You take 1 step and you are already in the market. 

1. Reception: was nice.

2. Check-in: our room wasn't...",2022-12-22 12:11:45,2br-Hru6gwn1BzVIgTIijA
Cristine G.,5,"Yelp 100 Challenge 2019 - # 26/100

It's centrally located in Lisbon City Center. Just a few minutes walk from the Rossi bus stop of Aerobus which can be...",2019-10-08 05:31:47,2br-Hru6gwn1BzVIgTIijA
jeannette b.,1,"This hotel is def not a 4 star hotel. I booked this hotel through hotels.com the room looks nothing lien the pictures. The furniture is chipped, the beds...",2022-09-21 19:02:27,2br-Hru6gwn1BzVIgTIijA
Fatima C.,5,"It had everything we needed right in one place: breakfast, bar, restaurant, business center, great Wi-Fi and airport shuttle. Room is clean and modern. Very...",2022-02-22 21:18:26,EV2FHFqvMmW2j37EFDiOkw
Lisa E.,4,Very nice big room with big double bed and a bunk for the kids. Indoor pool and spa area and very nice breakfast. Lisbon Portela airport within 5-10 min...,2014-07-23 10:34:08,EV2FHFqvMmW2j37EFDiOkw
Emily G.,1,This has been a miserable experience since check in.  I strongly recommend anyone thinking of staying here to try somewhere else.  We arrived at 12:30pm and...,2017-07-01 05:56:38,EV2FHFqvMmW2j37EFDiOkw
John B.,3,"From the photos I thought this hotel had real potential. It was a good value for the price, but there were some things that definitely needed attention....",2017-10-05 00:38:04,Ni-H5odi0iPh077OZgMrBQ
Pam V.,1,"Horrible service. The hotel was located in a horrible beach. It was very ugly.
The manager, Sara Correia was very unprofessional and rude to the guests. She...",2018-09-14 03:36:57,Ni-H5odi0iPh077OZgMrBQ
Areej Q.,5,"Such a lovely hotel to stay in, located in an upscale neighbourhood. From the moment you walk through the doors, you feel welcome. The staff are super...",2018-08-31 14:09:03,A4Nvzuex1kZMytvjmiWVDg
Chris S.,5,"PROS

We found the property easily and reception made check-in and parking a no-hassle experience

The apartment is very central with easy access to...",2021-12-27 07:29:10,8gynJfPXFO8RjqK1ImYsIw
Cas L.,1,"Keep your belongings close!

LOCATION 
Yes, it's close to everything, but when you are looking for a place with some night life, please expect a few of...",2018-12-04 19:43:15,8gynJfPXFO8RjqK1ImYsIw
Lauren A.,5,"If you're headed to Lisbon, stay here! This is the best hostel I've ever stayed in- inexpensive, friendly guests, friendly staff, great location, comfy...",2016-11-23 03:03:37,94Xd6GUngQ8IB7e3ww2P4g
George R.,5,"Ok. We've just left it after two nights and will be back in 7 days time. 

We brought along two friends who hadn't been here before and they were very...",2023-01-29 01:28:52,9SKEvXL3XwdjXA6gwxdjXA
Peter V.,1,I would strongly recommend that anyone looking to make a hotel booking in the Lisbon area during the COVID-19 period choose another option. This hotel does...,2021-01-21 03:27:13,Ydmp0bv8rpmHsuBcSAo_tA
Thomas K.,5,"We stayed here for three nights and were astounded at how high the quality of everything in this hotel was.  First impressions are, of course, the people...",2018-12-02 08:14:55,Ydmp0bv8rpmHsuBcSAo_tA
Moumita B.,5,"Right in the middle of Lisbon and in the most attractive area. Full of restaurants and gift shops around it, this was one of the best located hotels we have...",2015-09-09 19:00:58,Ydmp0bv8rpmHsuBcSAo_tA
Stefano Z.,2,"Except for being very close to my destination (the IST university), this small hotel has definitely nothing exceptional to mention.

Not very clean, in need...",2015-12-04 15:35:31,XieXK380bk1DgOMzVJrhbQ
Ana W.,5,"Beautiful historic building, with elegant and hip decor. Deep blue velvet chairs set against traditional Portuguese tile work designs make a lovely...",2019-09-07 18:42:17,_ZBCoK0xNKw3NkQ21XArqg
Matt B.,4,"I stayed at Turim Alameda hotel, because it was reasonably priced, not a million miles away from the centre of town and equidistant from two metro stations...",2016-05-12 13:35:11,e65ge0YP1I8FRzRSPvA4xQ
CJ B.,4,This place is a bit like a Peter Seller's movie in that it is incredibly beautiful and tasteful but just below the surface lies technology run amok and a...,2014-05-26 13:54:28,BExuGekqd19zjQccm4u-Cw
Robert R.,4,"I attended a conference and stayed at this hotel for over a week. They work very hard to keep it clean and make you happy. 

The restaurant has a very nice...",2018-05-27 05:55:31,zHUB3DooQANtfVz6_cuF9w
Stuart S.,3,"Overall a good value for the money, a clean hotel, and centrally located.  The bed was small and uncomfortable.

My flight was cancelled and delayed one...",2023-07-21 13:01:28,zw7Ui5fWYtpHEb3I6whdMA
Linda S.,5,We stayed at this charming 28 bed hotel near Rossi Square. This boutique hotel is centrally located to all sights. It is with in walking distance  of many...,2022-04-28 13:42:09,kPWKh6dUSQKm-zZFl5PLUQ
Sarah J.,1,I booked hotel and need to cancel or change reservations and I called thru Hotels.com and asked if they would waiver cancel fee: they refused. Tried to...,2022-07-14 04:01:02,kPWKh6dUSQKm-zZFl5PLUQ
Al F.,1,We got here from United States and the first night we were told they had overbooked so they sent us to a different Hotel. That is not where all the trouble...,2017-09-14 02:16:14,9He0PixiE3FKvASaGEwtRA
Brian L.,4,Hotel White Lisboa is a tech savvy hotel conveniently located right in front of the Saldanha Metro station. Friendly and helpful staff and easy on your...,2019-06-17 14:57:48,piXnAYay9BdSW7AsLq_oJg
Mel N.,1,"This is a review of the Dom Carlos Liberty Hotel. 

I wil get to the point. The positives:

The room is clean.
The breakfast is adequate.
The elevator is...",2023-06-17 20:41:45,DHxMzz8RbW1u1E25SBCCCg
Tracym ..,4,"Great location-right off the central street going all the way to the water. Easy to access metro, bus and taxi. We walked to most locations and used the...",2022-05-18 07:02:37,DHxMzz8RbW1u1E25SBCCCg
Seta C.,5,"Location, location, location. Situated in a great area next to all the high end stores such as Gucci, Cartier, Prada and more. 

Staff was extremely...",2015-07-16 00:37:34,DHxMzz8RbW1u1E25SBCCCg
Nick P.,1,Where to start... rooms not ready upon arrival which is understandable. Then rooms not ready at check in time. Then when the room was ready got into it and...,2022-07-09 10:00:39,JUoh6RTTV1gKKGZdfwfRsQ
Kelly S.,5,"This is one of the best hotels that I have ever stayed at. It says that the hotel is on the very expensive side, and I would have to disagree. For two...",2022-05-11 12:25:27,Ep2nQZBwJRRzBP4cWwi4Xg
Porschia E.,5,"I was so happy to see that this hotel actually looked like the pictures online. From the moment we walked in, the staff was really nice.  They explained how...",2018-05-05 19:01:50,Ep2nQZBwJRRzBP4cWwi4Xg
